X,Y,id,Name,Line,Info,Start_map,End_map,Open_date,Close_date
2.40034112504919,48.845511151719,"190892",Picpus,"6",Saint-Mandé was changed to Picpus in-between 1915 to 1950,"1950","1950",,
2.38843703616977,48.8399092275405,"190895",Dugommier,"6",Charenton was changed to Dugommier in-between 1915 and 1950,"1950","1950",,
2.3643954449035,48.8427568723312,"190889",Gare d'Orleans - Austerlitz,"5",Austerlitz was added to Gare d'Orleans in-between 1915 and 1950 and only remains,"1950","1950",,
2.36663621457492,48.8463047576443,"190888",Quai de la Rapee,"5",Austerlitz changed to Quai de la Rapée in 1916,"1950","1950",,
2.32088566902699,48.8416412916028,"190858",Montparnasse - Bienvenue,"6",Maine station was merged with Montpanasse - Bienvenue in-between 1915 and 1950,"1950","1950",,
2.32562473232502,48.8432423265008,"190857",Montparnasse - Bienvenue,"4",Gare Montparnasse was changed to Montparnasse-Bienvenue in-between 1915 and 1950,"1950","1950",,
2.29706226974499,48.848685845154,"190832",La Motte-Picquet - Grenelle,"6",Motte-Picquet was modified with Grenelle in-between 1915 and 1950,"1950","1950",,
2.28899305385915,48.8540012810153,"190823",Bir-Hakeim,"6",Grenelle was changed to Bir-Hakeim after WWII in honor of the soldier,"1950","1950",,
2.26938523855572,48.8483131330418,"19159",Eglise d'Auteuil,"10",Wilhem changed to Eglise d'Auteuil in-between 1915 and 1950,"1950","1950",,
2.28627639315456,48.8473029320632,"191512",Charles Michels,"10",Beaugrenelle was changed to Charles Michels after WWII in honor of Michels,"1950","1950",,
2.29409059484232,48.8473772115469,"191513",Emile Zola,"10",Commerce was changed to Emile Zola in-between 1915 and 1950,"1950","1950",,
